id	type
KIR3DL3	protein_coding
KIR2DL3	protein_coding
KIR2DP1	pseudogene
LOC101928804	lncRNA
KIR2DL1	protein_coding
KIR3DP1	pseudogene
KIR2DL4	protein_coding
KIR3DL1	protein_coding
KIR2DS4	protein_coding
KIR3DL2	protein_coding
RNU6-222P	pseudogene
FCAR	protein_coding
NCR1	protein_coding
NLRP7	protein_coding
NLRP2	protein_coding
RPL36AP50	pseudogene
GP6	protein_coding
RDH13	protein_coding
EPS8L1	protein_coding
PPP1R12C	protein_coding
MIR7975	miRNA
TNNT1	protein_coding
TNNI3	protein_coding
DNAAF3	protein_coding
SYT5	protein_coding
PTPRH	protein_coding
TMEM86B	protein_coding
PPP6R1	protein_coding
MIR6804	miRNA
MIR6802	miRNA
MIR6803	miRNA
HSPBP1	protein_coding
BRSK1	protein_coding
TMEM150B	protein_coding
KMT5C	protein_coding
COX6B2	protein_coding
FAM71E2	protein_coding
IL11	protein_coding
TMEM190	protein_coding
TMEM238	protein_coding
RPL28	protein_coding
MIR6805	miRNA
UBE2S	protein_coding
SNORD157	snoRNA
SHISA7	protein_coding
ISOC2	protein_coding
ZNF628	protein_coding
NAT14	protein_coding
SSC5D	protein_coding
SBK2	protein_coding
SBK3	protein_coding
ZNF579	protein_coding
FIZ1	protein_coding
ZNF524	protein_coding
ZNF865	protein_coding
ZNF784	protein_coding
ZNF580	protein_coding
ZNF581	protein_coding
CCDC106	protein_coding
U2AF2	protein_coding
EPN1	protein_coding
VN1R106P	pseudogene
NLRP9	protein_coding
RN7SKP109	pseudogene
RFPL4A	protein_coding
RFPL4AL1	protein_coding
RFPL4AP1	pseudogene
NLRP11	protein_coding
NLRP4	protein_coding
NLRP13	protein_coding
NLRP8	protein_coding
NLRP5	protein_coding
LINC01864	lncRNA
ZNF787	protein_coding
ZNF444	protein_coding
GALP	protein_coding
ZSCAN5B	protein_coding
ZSCAN5C	protein_coding
RPL13P13	pseudogene
ZSCAN5A	protein_coding
ZSCAN5DP	pseudogene
EDDM13	protein_coding
VN2R17P	pseudogene
LOC729999	pseudogene
VN2R18P	pseudogene
LOC646709	pseudogene
ZNF542P	transcribed_pseudogene
ZNF582	protein_coding
SLC25A36P1	pseudogene
ZNF582-AS1	lncRNA
ZNF583	protein_coding
ZNF667	protein_coding
ZNF667-AS1	lncRNA
ZNF471	protein_coding
ZFP28	protein_coding
ZNF470	protein_coding
SIGLEC31P	pseudogene
ZNF71	protein_coding
ZNF71-SMIM17	lncRNA
SMIM17	protein_coding
ZNF835	protein_coding
OR5AH1P	pseudogene
ZIM2-AS1	lncRNA
ZIM2	protein_coding
PEG3	protein_coding
PEG3-AS1	antisense_RNA
MIMT1	lncRNA
RPL7AP69	pseudogene
LOC100419839	pseudogene
USP29	protein_coding
ZIM3	protein_coding
DUXA	protein_coding
LOC100132009	pseudogene
ZNF264	protein_coding
AURKC	protein_coding
ZNF805	protein_coding
ZNF460-AS1	lncRNA
ZNF460	protein_coding
LOC100288211	pseudogene
ZNF543	protein_coding
ZNF304	protein_coding
ZNF547	protein_coding
TRAPPC2B	protein_coding
ZNF548	protein_coding
ZNF17	protein_coding
ZNF749	protein_coding
VN1R1	protein_coding
VN1R107P	pseudogene
ZNF772	protein_coding
ZNF419	protein_coding
ZNF773	protein_coding
ZNF549	protein_coding
ZNF550	protein_coding
ZNF416	protein_coding
ZIK1	protein_coding
ZNF530	protein_coding
ZNF134	protein_coding
ZNF211	protein_coding
TPRG1LP1	pseudogene
ZSCAN4	protein_coding
ZNF551	protein_coding
ZNF154	protein_coding
ZNF671	protein_coding
ZNF776	protein_coding
ZNF586	protein_coding
ZNF552	protein_coding
FKBP1AP1	transcribed_pseudogene
ZNF587B	protein_coding
ZNF587	protein_coding
UBE2CP5	transcribed_pseudogene
ZNF814	protein_coding
ZNF417	protein_coding
ZNF418	protein_coding
ZNF256	protein_coding
RPL19P19	pseudogene
C19orf18	protein_coding
ZNF606	protein_coding
LOC100128398	lncRNA
VN2R19P	pseudogene
ZSCAN1	protein_coding
LETM1P2	pseudogene
HNRNPDLP4	pseudogene
ZNF135	protein_coding
RN7SL526P	pseudogene
ZSCAN18	protein_coding
ZNF329	protein_coding
ZNF274	protein_coding
RPS15AP36	pseudogene
LOC100419847	pseudogene
ZNF544	protein_coding
ZNF8	protein_coding
ZNF8-ERVK3-1	lncRNA
ERVK3-1	lncRNA
LOC105372480	lncRNA
LOC100887072	pseudogene
ZSCAN22	protein_coding
MIR6806	miRNA
A1BG	protein_coding
A1BG-AS1	lncRNA
ZNF497	protein_coding
LOC100419840	pseudogene
LOC105372483	lncRNA
RNA5SP473	pseudogene
ZNF837	protein_coding
MIR4754	miRNA
RPS5	protein_coding
MIR10394	miRNA
RNF225	protein_coding
LINC02560	lncRNA
ZNF584	protein_coding
ZNF132	protein_coding
LOC100419848	pseudogene
ZNF324B	protein_coding
ZNF324	protein_coding
ZNF446	protein_coding
RNU6-1337P	pseudogene
RN7SL693P	pseudogene
SLC27A5	protein_coding
ZBTB45	protein_coding
RN7SL525P	pseudogene
TRIM28	protein_coding
MIR6807	miRNA
CHMP2A	protein_coding
UBE2M	protein_coding
MZF1-AS1	lncRNA
MZF1	protein_coding
CENPBD1P1	transcribed_pseudogene
RPL23AP79	pseudogene
DEFB125	protein_coding
DEFB126	protein_coding
DEFB127	protein_coding
DEFB128	protein_coding
DEFB129	protein_coding
DEFB132	protein_coding
C20orf96	protein_coding
ZCCHC3	protein_coding
NRSN2-AS1	lncRNA
SOX12	protein_coding
NRSN2	protein_coding
TRIB3	protein_coding
RBCK1	protein_coding
TBC1D20	protein_coding
CSNK2A1	protein_coding
TCF15	protein_coding
SRXN1	protein_coding
SCRT2	protein_coding
SLC52A3	protein_coding
FAM110A	protein_coding
RPS10P5	pseudogene
ANGPT4	protein_coding
RSPO4	protein_coding
PSMF1	protein_coding
LOC105372493	lncRNA
ACTG1P3	pseudogene
TMEM74B	protein_coding
C20orf202	protein_coding
RAD21L1	protein_coding
SNPH	protein_coding
FKBP1A-SDCBP2	lncRNA
SDCBP2	protein_coding
SDCBP2-AS1	lncRNA
FKBP1A	protein_coding
MIR6869	miRNA
NSFL1C	protein_coding
SIRPB2	protein_coding
RNU6-917P	pseudogene
SIRPD	protein_coding
SIRPB1	protein_coding
SIRPG	protein_coding
SIRPG-AS1	lncRNA
RN7SL561P	pseudogene
CKAP2LP1	pseudogene
LOC100289473	transcribed_pseudogene
SIRPA	protein_coding
PDYN-AS1	lncRNA
PDYN	protein_coding
RPL7P2	pseudogene
STK35	protein_coding
LOC388780	lncRNA
TGM3	protein_coding
TGM6	protein_coding
SNRPB	protein_coding
SNORD119	snoRNA
ZNF343	protein_coding
TMC2	protein_coding
NOP56	protein_coding
MIR1292	miRNA
SNORD110	snoRNA
SNORA51	snoRNA
SNORD86	snoRNA
SNORD56	snoRNA
SNORD57	snoRNA
IDH3B	protein_coding
EBF4	protein_coding
RPL19P1	pseudogene
CPXM1	protein_coding
C20orf141	protein_coding
TMEM239	protein_coding
PCED1A	protein_coding
VPS16	protein_coding
PTPRA	protein_coding
GNRH2	protein_coding
MRPS26	protein_coding
OXT	protein_coding
AVP	protein_coding
RN7SL555P	pseudogene
UBOX5-AS1	lncRNA
UBOX5	protein_coding
FASTKD5	protein_coding
LZTS3	protein_coding
DDRGK1	protein_coding
ITPA	protein_coding
SLC4A11	protein_coding
C20orf194	protein_coding
LOC101618237	pseudogene
RNU6-1019P	pseudogene
UBE2V1P1	pseudogene
ATRN	protein_coding
SF3A3P1	pseudogene
GFRA4	protein_coding
ADAM33	protein_coding
SIGLEC1	protein_coding
HSPA12B	protein_coding
C20orf27	protein_coding
SPEF1	protein_coding
CENPB	protein_coding
CDC25B	protein_coding
LINC01730	lncRNA
AP5S1	protein_coding
MAVS	protein_coding
PANK2	protein_coding
MIR103A2	miRNA
MIR103B2	miRNA
RNF24	protein_coding
FTLP3	pseudogene
RPL21P2	pseudogene
SMOX	protein_coding
LINC01433	lncRNA
ADRA1D	protein_coding
RPL7AP12	pseudogene
RPS4XP2	pseudogene
PRNP	protein_coding
PRND	protein_coding
PRNT	lncRNA
LOC100421361	pseudogene
RASSF2	protein_coding
SLC23A2	protein_coding
RPS21P7	pseudogene
TMEM230	protein_coding
RNA5SP474	pseudogene
PCNA	protein_coding
PCNA-AS1	lncRNA
CDS2	protein_coding
UBE2D3P1	pseudogene
PROKR2	protein_coding
RNA5-8SP7	pseudogene
LINC00658	lncRNA
LOC643406	lncRNA
LINC00654	lncRNA
LINC01729	lncRNA
RPS18P1	pseudogene
GPCPD1	protein_coding
EIF4EP1	pseudogene
SHLD1	protein_coding
RNU1-55P	pseudogene
CHGB	protein_coding
KANK1P1	pseudogene
TRMT6	protein_coding
MCM8	protein_coding
MCM8-AS1	lncRNA
RN7SL498P	pseudogene
CRLS1	protein_coding
LRRN4	protein_coding
FERMT1	protein_coding
TARDBPP1	pseudogene
LOC149844	pseudogene
FGFR3P3	pseudogene
CASC20	lncRNA
LINC01713	lncRNA
BMP2	protein_coding
LINC01428	lncRNA
LINC01751	lncRNA
LINC01706	lncRNA
MIR8062	miRNA
RN7SL547P	pseudogene
SRSF10P2	pseudogene
HAO1	protein_coding
TMX4	protein_coding
PHKBP1	pseudogene
PLCB1	protein_coding
PLCB1-IT1	lncRNA
RNU105B	snoRNA
PLCB4	protein_coding
LAMP5-AS1	lncRNA
LAMP5	protein_coding
PAK5	protein_coding
PARAL1	lncRNA
SNAP25-AS1	lncRNA
ANKEF1	protein_coding
SNAP25	protein_coding
HIGD1AP15	pseudogene
RPL23AP6	pseudogene
SDAD1P2	pseudogene
MKKS	protein_coding
SLX4IP	protein_coding
LOC100421490	pseudogene
JAG1	protein_coding
MIR6870	miRNA
LINC01752	lncRNA
LOC101929413	lncRNA
FAT1P1	pseudogene
LINC02871	lncRNA
LOC339593	lncRNA
RPS11P1	pseudogene
LIN28AP3	pseudogene
PGAM3P	pseudogene
LINC00687	lncRNA
RN7SKP111	pseudogene
LOC100192388	pseudogene
BTBD3	protein_coding
PA2G4P2	pseudogene
LINC01722	lncRNA
LOC102606466	lncRNA
LINC01723	lncRNA
SPTLC3	protein_coding
LOC100420611	pseudogene
ISM1	protein_coding
ISM1-AS1	lncRNA
TASP1	protein_coding
GAPDHP2	pseudogene
MRPS36P6	pseudogene
ESF1	protein_coding
NDUFAF5	protein_coding
SEL1L2	protein_coding
RNU6-278P	pseudogene
TRE-CTC10-1	pseudogene
MACROD2	protein_coding
RPS3P1	pseudogene
AIMP1P1	pseudogene
RN7SL864P	pseudogene
FLRT3	protein_coding
RNU6-228P	pseudogene
RNF11P2	pseudogene
MACROD2-IT1	lncRNA
RPS10P2	pseudogene
MACROD2-AS1	lncRNA
RNU6-1159P	pseudogene
RNU6-115P	pseudogene
RNA5SP475	pseudogene
ENSAP1	pseudogene
LOC613266	lncRNA
PPIAP17	pseudogene
KIF16B	protein_coding
RPLP0P1	pseudogene
RPL7AP13	pseudogene
SNRPB2	protein_coding
OTOR	protein_coding
RNU6-27P	pseudogene
RNU1-131P	pseudogene
PCSK2	protein_coding
DYNLT3P1	pseudogene
BFSP1	protein_coding
RPS27AP2	pseudogene
DSTN	protein_coding
RN7SKP69	pseudogene
LOC100286962	pseudogene
RRBP1	protein_coding
BANF2	protein_coding
RNU6-192P	pseudogene
SNX5	protein_coding
SNORD17	snoRNA
MGME1	protein_coding
PTMAP3	pseudogene
OVOL2	protein_coding
RPL15P1	pseudogene
RNU7-137P	pseudogene
PET117	protein_coding
KAT14	protein_coding
LOC100529052	pseudogene
RN7SL14P	pseudogene
RNU2-56P	pseudogene
ZNF133	protein_coding
RN7SKP74	pseudogene
RNY4P11	pseudogene
LINC00851	lncRNA
DZANK1	protein_coding
GCNT1P1	pseudogene
RNA5SP476	pseudogene
POLR3F	protein_coding
MIR3192	miRNA
RPL21P3	pseudogene
RBBP9	protein_coding
RPS19P1	pseudogene
SEC23B	protein_coding
SMIM26	protein_coding
DTD1	protein_coding
RN7SL638P	pseudogene
RNU6ATAC34P	pseudogene
DUXAP7	pseudogene
DTD1-AS1	lncRNA
EEF1A1P34	pseudogene
LINC00652	lncRNA
LINC00653	lncRNA
SCP2D1-AS1	lncRNA
SCP2D1	protein_coding
SLC24A3	protein_coding
LOC100130264	lncRNA
LOC100421663	pseudogene
RPL12P12	pseudogene
RIN2	protein_coding
NAA20	protein_coding
CRNKL1	protein_coding
CFAP61	protein_coding
RPL17P1	pseudogene
RN7SL690P	pseudogene
INSM1	protein_coding
RALGAPA2	protein_coding
EIF4E2P1	pseudogene
LLPHP1	pseudogene
RN7SL607P	pseudogene
MRPS11P1	pseudogene
LINC00237	lncRNA
RPL24P2	pseudogene
KIZ	protein_coding
RNA5SP477	pseudogene
RPS15AP1	pseudogene
KIZ-AS1	lncRNA
ZNF877P	pseudogene
XRN2	protein_coding
NKX2-4	protein_coding
RN7SKP140	pseudogene
LOC100421362	pseudogene
GSTM3P1	pseudogene
NKX2-2	protein_coding
LINC01727	lncRNA
LINC01726	lncRNA
PAX1	protein_coding
SLC25A6P1	pseudogene
RPL41P1	pseudogene
LINC01432	lncRNA
LINC01427	lncRNA
LOC284788	lncRNA
LINC00261	lncRNA
FOXA2	protein_coding
LNCNEF	lncRNA
LINC01747	lncRNA
KRT18P3	pseudogene
CYB5AP4	pseudogene
LOC100419956	pseudogene
SSTR4	protein_coding
THBD	protein_coding
CD93	protein_coding
LINC00656	lncRNA
RNA5SP478	pseudogene
NXT1	protein_coding
LINC01431	lncRNA
GZF1	protein_coding
NAPB	protein_coding
RNA5SP479	pseudogene
CSTL1	protein_coding
CST11	protein_coding
CST12P	pseudogene
CST8	protein_coding
CST13P	transcribed_pseudogene
CST9LP1	pseudogene
CST9L	protein_coding
CST9LP2	pseudogene
CST9	protein_coding
CST3	protein_coding
CST4	protein_coding
CST1	protein_coding
CSTP2	pseudogene
CST2	protein_coding
CST5	protein_coding
CSTP1	pseudogene
GGTLC1	protein_coding
POM121L3P	pseudogene
LINC01721	lncRNA
RNU1-23P	pseudogene
GAPDHP53	pseudogene
SYNDIG1	protein_coding
CST7	protein_coding
APMAP	protein_coding
RNU6-1257P	pseudogene
ACSS1	protein_coding
VSX1	protein_coding
LOC391239	pseudogene
LOC284798	lncRNA
LOC100128078	pseudogene
LOC101926889	lncRNA
ENTPD6	protein_coding
PYGB	protein_coding
ABHD12	protein_coding
PPIAP2	pseudogene
GINS1	protein_coding
NINL	protein_coding
RNU6ATAC17P	pseudogene
NANP	protein_coding
ZNF337-AS1	lncRNA
RN7SL594P	pseudogene
MED28P7	pseudogene
ZNF337	protein_coding
VN1R108P	pseudogene
LOC105372582	lncRNA
FAM182B	lncRNA
BSNDP1	pseudogene
LOC101926935	lncRNA
BSNDP2	pseudogene
CFTRP1	pseudogene
LINC01733	lncRNA
LOC100134868	lncRNA
FAM182A	lncRNA
BSNDP3	pseudogene
NCOR1P1	transcribed_pseudogene
MIR663AHG	lncRNA
MIR663A	miRNA
CFTRP3	pseudogene
LINC01597	lncRNA
FRG1BP	transcribed_pseudogene
MLLT10P1	transcribed_pseudogene
DEFB115	protein_coding
DKKL1P1	pseudogene
LOC149935	pseudogene
DEFB116	protein_coding
RPL31P3	pseudogene
HAUS6P2	pseudogene
RNA5SP480	pseudogene
DEFB117	pseudogene
DEFB118	protein_coding
DEFB119	protein_coding
DEFB121	protein_coding
DEFB122	transcribed_pseudogene
DEFB123	protein_coding
DEFB124	protein_coding
REM1	protein_coding
LINC00028	lncRNA
TRS-AGA7-1	pseudogene
CD24P3	pseudogene
HM13	protein_coding
MCTS2P	pseudogene
HM13-AS1	lncRNA
RNU6-384P	pseudogene
ID1	protein_coding
MIR3193	miRNA
COX4I2	protein_coding
BCL2L1	protein_coding
ABALON	lncRNA
TPX2	protein_coding
MYLK2	protein_coding
FOXS1	protein_coding
DUSP15	protein_coding
TTLL9	protein_coding
RNU1-94P	pseudogene
PDRG1	protein_coding
XKR7	protein_coding
RNA5SP481	pseudogene
CCM2L	protein_coding
RNA5SP482	pseudogene
HCK	protein_coding
TM9SF4	protein_coding
RSL24D1P6	pseudogene
TSPY26P	transcribed_pseudogene
PLAGL2	protein_coding
POFUT1	protein_coding
MIR1825	miRNA
KIF3B	protein_coding
ASXL1	protein_coding
NOL4L	protein_coding
LOC101929698	lncRNA
NOL4L-DT	lncRNA
C20orf203	protein_coding
BAK1P1	pseudogene
COMMD7	protein_coding
DNMT3B	protein_coding
MAPRE1	protein_coding
EFCAB8	protein_coding
SUN5	protein_coding
BPIFB2	protein_coding
BPIFB6	protein_coding
PUDPP3	pseudogene
BPIFB3	protein_coding
BPIFB4	protein_coding
BPIFA2	protein_coding
SOCS2P1	pseudogene
BPIFA4P	transcribed_pseudogene
BPIFA3	protein_coding
BPIFA1	protein_coding
RPL12P3	pseudogene
BPIFB1	protein_coding
BPIFB5P	pseudogene
BPIFB9P	pseudogene
CDK5RAP1	protein_coding
SNTA1	protein_coding
CBFA2T2	protein_coding
NECAB3	protein_coding
C20orf144	protein_coding
ACTL10	protein_coding
E2F1	protein_coding
PXMP4	protein_coding
ZNF341	protein_coding
RPL31P2	pseudogene
ZNF341-AS1	lncRNA
CHMP4B	protein_coding
TPM3P2	pseudogene
PIGPP3	pseudogene
RALY-AS1	lncRNA
RALY	protein_coding
MIR4755	miRNA
EIF2S2	protein_coding
RPS2P1	pseudogene
XPOTP1	pseudogene
LOC729557	pseudogene
ASIP	protein_coding
AHCY	protein_coding
ITCH	protein_coding
CDC42P1	pseudogene
MIR644A	miRNA
FDX1P1	pseudogene
DYNLRB1	protein_coding
MAP1LC3A	protein_coding
PIGU	protein_coding
TP53INP2	protein_coding
NCOA6	protein_coding
HMGB3P1	transcribed_pseudogene
GGT7	protein_coding
ACSS2	protein_coding
GSS	protein_coding
MYH7B	protein_coding
MIR499A	miRNA
MIR499B	miRNA
TRPC4AP	protein_coding
RNU6-407P	pseudogene
MMP24-AS1-EDEM2	protein_coding
EDEM2	protein_coding
PROCR	protein_coding
RNA5SP483	pseudogene
MT1P3	pseudogene
MMP24	protein_coding
MMP24OS	protein_coding
EIF6	protein_coding
FAM83C-AS1	lncRNA
FAM83C	protein_coding
UQCC1	protein_coding
GDF5OS	lncRNA
GDF5	protein_coding
MIR1289-1	miRNA
CEP250	protein_coding
C20orf173	protein_coding
ERGIC3	protein_coding
RPL36P4	pseudogene
FER1L4	transcribed_pseudogene
RPL37P1	pseudogene
SPAG4	protein_coding
CPNE1	protein_coding
RN7SKP271	pseudogene
RNU6-759P	pseudogene
RBM12	protein_coding
NFS1	protein_coding
ROMO1	protein_coding
RBM39	protein_coding
RPF2P1	pseudogene
PHF20	protein_coding
COX7BP2	pseudogene
HIGD1AP16	pseudogene
RNU4-40P	pseudogene
RNU6-937P	pseudogene
SCAND1	protein_coding
CNBD2	protein_coding
NORAD	lncRNA
HMGB3P2	pseudogene
EPB41L1	protein_coding
LOC100130373	lncRNA
AAR2	protein_coding
DLGAP4	protein_coding
DLGAP4-AS1	lncRNA
MYL9	protein_coding
TGIF2	protein_coding
TGIF2-RAB5IF	protein_coding
RAB5IF	protein_coding
SLA2	protein_coding
HNRNPA3P2	pseudogene
NDRG3	protein_coding
DSN1	protein_coding
SOGA1	protein_coding
RN7SL156P	pseudogene
TLDC2	protein_coding
SAMHD1	protein_coding
RBL1	protein_coding
RPS3AP3	pseudogene
RPS27AP3	pseudogene
MROH8	protein_coding
LOC100419562	pseudogene
RPN2	protein_coding
GHRH	protein_coding
MANBAL	protein_coding
SRC	protein_coding
RPL7AP14	pseudogene
BLCAP	protein_coding
NNAT	protein_coding
PPIAP3	pseudogene
GLRXP1	pseudogene
LINC00489	lncRNA
LOC100287792	lncRNA
CTNNBL1	protein_coding
VSTM2L	protein_coding
RN7SKP185	pseudogene
TTI1	protein_coding
RPRD1B	protein_coding
RN7SL237P	pseudogene
TGM2	protein_coding
KIAA1755	protein_coding
LOC149684	lncRNA
BPI	protein_coding
LBP	protein_coding
SNHG17	lncRNA
SNORA71B	snoRNA
SNORA71A	snoRNA
SNORA71C	snoRNA
SNORA71D	snoRNA
SNHG11	lncRNA
SNORA71E	snoRNA
SNORA60	snoRNA
RALGAPB	protein_coding
MIR548O2	miRNA
RPS3P2	pseudogene
ADIG	protein_coding
ARHGAP40	protein_coding
LOC391247	pseudogene
SLC32A1	protein_coding
ACTR5	protein_coding
RN7SKP173	pseudogene
PPP1R16B	protein_coding
RN7SL116P	pseudogene
FAM83D	protein_coding
DHX35	protein_coding
NPM1P19	pseudogene
LINC01734	lncRNA
ATG3P1	pseudogene
RN7SL680P	pseudogene
HSPE1P1	pseudogene
LINC01370	lncRNA
MAFB	protein_coding
SNORD154	snoRNA
RNA5SP484	pseudogene
LOC100128988	lncRNA
RNU2-52P	pseudogene
TOP1	protein_coding
PLCG1-AS1	lncRNA
PLCG1	protein_coding
MIR6871	miRNA
ZHX3	protein_coding
RPL23AP81	pseudogene
RN7SL615P	pseudogene
ADI1P1	pseudogene
LPIN3	protein_coding
EMILIN3	protein_coding
LOC100419859	pseudogene
CHD6	protein_coding
RPL12P11	pseudogene
RNU6-1018P	pseudogene
LOC643172	pseudogene
PTPRT	protein_coding
LOC101927159	lncRNA
LOC101927138	lncRNA
RN7SKP100	pseudogene
RN7SL666P	pseudogene
PPIAP21	pseudogene
RNU6-743P	pseudogene
EIF4EBP2P1	pseudogene
SRSF6	protein_coding
RNU6-1251P	pseudogene
L3MBTL1	protein_coding
SGK2	protein_coding
IFT52	protein_coding
RPL27AP	pseudogene
MYBL2	protein_coding
GTSF1L	protein_coding
RNU6-639P	pseudogene
LINC01728	lncRNA
TOX2	protein_coding
RN7SL443P	pseudogene
JPH2	protein_coding
OSER1	protein_coding
OSER1-DT	lncRNA
GDAP1L1	protein_coding
FITM2	protein_coding
R3HDML	protein_coding
HNF4A	protein_coding
HNF4A-AS1	lncRNA
MIR3646	miRNA
LINC01430	lncRNA
LINC01620	lncRNA
RPL37AP1	pseudogene
TTPAL	protein_coding
SERINC3	protein_coding
PKIG	protein_coding
ADA	protein_coding
LINC01260	lncRNA
KCNK15-AS1	lncRNA
CCN5	protein_coding
KCNK15	protein_coding
RIMS4	protein_coding
PGBD4P2	pseudogene
YWHAB	protein_coding
PABPC1L	protein_coding
TOMM34	protein_coding
STK4-AS1	lncRNA
STK4	protein_coding
KCNS1	protein_coding
WFDC5	protein_coding
WFDC12	protein_coding
PI3	protein_coding
SEMG1	protein_coding
SEMG2	protein_coding
SLPI	protein_coding
MATN4	protein_coding
RBPJL	protein_coding
TRV-CAC14-1	pseudogene
SDC4	protein_coding
SYS1	protein_coding
SYS1-DBNDD2	lncRNA
TP53TG5	protein_coding
NDUFB4P10	pseudogene
DBNDD2	protein_coding
PIGT	protein_coding
MIR6812	miRNA
LOC105372631	lncRNA
WFDC2	protein_coding
RPL5P2	pseudogene
SPINT3	protein_coding
WFDC6	protein_coding
EPPIN-WFDC6	protein_coding
HSPD1P21	pseudogene
EPPIN	protein_coding
WFDC8	protein_coding
RNA5SP485	pseudogene
CCNB1IP1P2	pseudogene
WFDC9	protein_coding
WFDC10A	protein_coding
RPS2P7	pseudogene
WFDC11	protein_coding
WFDC10B	protein_coding
WFDC13	protein_coding
MIR3617	miRNA
SPINT4	protein_coding
HNRNPA1P3	pseudogene
SPINT5P	pseudogene
WFDC3	protein_coding
RNU6ATAC38P	pseudogene
DNTTIP1	protein_coding
UBE2C	protein_coding
TNNC2	protein_coding
SNX21	protein_coding
ACOT8	protein_coding
ZSWIM3	protein_coding
ZSWIM1	protein_coding
SPATA25	protein_coding
NEURL2	protein_coding
CTSA	protein_coding
PLTP	protein_coding
PCIF1	protein_coding
ZNF335	protein_coding
FTLP1	pseudogene
MMP9	protein_coding
SLC12A5-AS1	lncRNA
SLC12A5	protein_coding
NCOA5	protein_coding
RPL13P2	pseudogene
CD40	protein_coding
CDH22	protein_coding
SLC35C2	protein_coding
ELMO2	protein_coding
LOC105372633	lncRNA
ZNF663P	transcribed_pseudogene
MKRN7P	transcribed_pseudogene
ZNF840P	pseudogene
ZNF334	protein_coding
OCSTAMP	protein_coding
SLC13A3	protein_coding
TP53RK	protein_coding
SLC2A10	protein_coding
RN7SKP33	pseudogene
RPL13P14	pseudogene
EYA2	protein_coding
GAPDHP54	pseudogene
RPS2P54	pseudogene
MIR3616	miRNA
ZMYND8	protein_coding
LOC100131496	lncRNA
LOC101927377	lncRNA
LINC01754	lncRNA
RPL35AP	pseudogene
RNU6-497P	pseudogene
RNU6-563P	pseudogene
NCOA3	protein_coding
LOC100419565	pseudogene
SULF2	protein_coding
RNU7-173P	pseudogene
SRMP1	pseudogene
RNA5SP486	pseudogene
RNU7-92P	pseudogene
LINC01522	lncRNA
LINC01523	lncRNA
LINC00494	lncRNA
RNU7-144P	pseudogene
PREX1	protein_coding
ARFGEF2	protein_coding
SNAP23P1	pseudogene
CSE1L-AS1	lncRNA
CSE1L	protein_coding
STAU1	protein_coding
ARPC3P1	pseudogene
DDX27	protein_coding
ZNFX1	protein_coding
ZFAS1	lncRNA
SNORD12C	snoRNA
SNORD12B	snoRNA
SNORD12	snoRNA
KCNB1	protein_coding
PTGIS	protein_coding
B4GALT5	protein_coding
RN7SL197P	pseudogene
SNRPFP1	pseudogene
RNU6-919P	pseudogene
SLC9A8	protein_coding
RNU7-72P	pseudogene
LOC100421569	pseudogene
MIR12122	miRNA
SPATA2	protein_coding
LOC105372653	lncRNA
RNF114	protein_coding
KRT18P4	pseudogene
RNU6-147P	pseudogene
SNAI1	protein_coding
TRERNA1	lncRNA
TMEM189-UBE2V1	protein_coding
UBE2V1	protein_coding
TMEM189	protein_coding
LINC01273	lncRNA
CEBPB-AS1	lncRNA
CEBPB	protein_coding
SMIM25	protein_coding
LINC01270	lncRNA
LINC01271	lncRNA
RN7SL636P	pseudogene
COX6CP2	pseudogene
PTPN1	protein_coding
RN7SL672P	pseudogene
MIR645	miRNA
RIPOR3	protein_coding
MIR1302-5	miRNA
RPL36P2	pseudogene
LOC100506175	lncRNA
PARD6B	protein_coding
BCAS4	protein_coding
TMSB4XP6	pseudogene
ADNP	protein_coding
PSMD10P1	pseudogene
ADNP-AS1	lncRNA
DPM1	protein_coding
MOCS3	protein_coding
KCNG1	protein_coding
RPSAP1	pseudogene
NFATC2	protein_coding
MIR3194	miRNA
ATP9A	protein_coding
LOC100419570	pseudogene
SALL4	protein_coding
LINC01429	lncRNA
RNU6-347P	pseudogene
RNU7-6P	pseudogene
ZFP64	protein_coding
ERP29P1	pseudogene
MRPS33P4	pseudogene
TRI-AAT12-1	pseudogene
LINC01524	lncRNA
RPL36P1	pseudogene
TSHZ2	protein_coding
RN7SKP184	pseudogene
PPIAP10	pseudogene
LOC101927770	lncRNA
ZNF217	protein_coding
LOC105372672	lncRNA
RNU7-14P	pseudogene
SUMO1P1	transcribed_pseudogene
BCAS1	protein_coding
MIR4756	miRNA
CYP24A1	protein_coding
PFDN4	protein_coding
DOK5	protein_coding
RNU4ATAC7P	pseudogene
RPL12P4	pseudogene
LINC01441	lncRNA
LINC01440	lncRNA
CBLN4	protein_coding
RNA5SP487	pseudogene
MC3R	protein_coding
FAM210B	protein_coding
AURKA	protein_coding
CSTF1	protein_coding
CASS4	protein_coding
RPL39P	pseudogene
RTF2	protein_coding
GCNT7	transcribed_pseudogene
FAM209A	protein_coding
FAM209B	protein_coding
LINC01716	lncRNA
RPS4XP3	pseudogene
TFAP2C	protein_coding
RNU6-1146P	pseudogene
RN7SL170P	pseudogene
PTMAP6	pseudogene
RNU6-929P	pseudogene
BMP7	protein_coding
BMP7-AS1	lncRNA
MIR4325	miRNA
RPL39P39	pseudogene
SPO11	protein_coding
